$$$0,https://github.com/moneyfoundation/money,,c
$PAC0,https://github.com/PACCommunity/PAC,,cpp
13370,https://github.com/xenonflux/1337,,c
420,https://github.com/42-coin/42,,c
8080,https://github.com/maxxine/808,,c
8880,https://github.com/octocoin-project/octocoin/,,c
ACC0,https://github.com/adcoin-project/AdCoin,,c
ACC1,https://github.com/acceleratornetwork/go-acceleratedethereum,,go
ACC2,https://github.com/sxmz/acchain,,js
ACES0,https://github.com/aces-coin/AcesCoin,,c
ACOIN0,https://github.com/acoin-project/acoin,,c
ACP0,https://github.com/AnarchistsPrime/Acp2,,c
ACT0,https://github.com/Achain-Dev/Achain,,c
ADA0,https://github.com/input-output-hk/cardano-sl/,,etc
ADC0,https://github.com/aurovine/audiocoin,,c
ADX0,https://github.com/AdExNetwork/adex-core,,js
ADZ0,https://github.com/AdzCoin/adzcoin,,c
AEON0,https://github.com/aeonix/aeon,,cpp
AIB0,https://github.com/iobond/aib,,c
AION0,https://github.com/aionnetwork/aion,,java
ALL0,https://github.com/EpyxZ/Allion,,c
ALQO0,https://github.com/alqocrypto/alqo,,c
AMB0,https://github.com/ambrosus/ambrosus-node,,js
AMMO0,https://github.com/AmmoCore/AmmoReloaded,,c
AMS0,https://github.com/CoinProjects/AmsterdamCoin-v4/,,c
ANC0,https://github.com/Anoncoin/anoncoin,,c
ANI0,https://github.com/testzcrypto/Animecoin/,,c
ANTX0,https://github.com/antimattercoin/Antimatter,,c
APH0,https://github.com/aphtoken/neo,,cs
ARB0,https://github.com/ARbitcoin/ARbit,,c
ARC0,https://github.com/ArcticCore/arcticcoin,,c
ARCO0,https://github.com/AquariusNetwork/ARCO,,c
ARG0,https://github.com/argentumproject/argentum,,c
ARI0,https://github.com/AricoinCurrency/Aricoin,,c
ARY0,https://github.com/blockarraygroup/bitcoinarray,,c
ASAFE20,https://github.com/Securitybank/Allsafe2,,c
ATC0,https://github.com/ArbiTraCoin/Arbitra-ATC,,c
ATL0,https://github.com/AtlantPlatform/atlant-go,,go
AU0,https://github.com/aurumcoin/Aurumcoin_AU,,c
AUR0,https://github.com/aurarad/auroracoin,,c
AV0,https://github.com/avatarcoin/avatarcoin,,c
AXIOM0,https://github.com/axiomcryptocurrency/axiom,,c
Apr-00,https://github.com/APRCoin/PIVX,,c
B2X0,https://github.com/SegwitB2X/bitcoin2x,,c
BAS0,https://github.com/ByteCodeTeam/-OLD-BitAsean,,c
BBP0,https://github.com/biblepay/biblepay-evolution,,c
BBR0,https://github.com/cryptozoidberg/boolberry,,c
BCA0,https://github.com/bitcoin-atom/bitcoin-atom,,c
BCC0,https://github.com/bitconnectcoin/bitconnectcoin,,c
BCD0,https://github.com/eveybcd/BitcoinDiamond,,cpp
BCF0,https://github.com/Crypto-Currency/bitcoinfast,,c
BCI0,https://github.com/BitcoinInterestOfficial/BitcoinInterest,,c
BCN0,https://github.com/bcndev/bytecoin,,cpp
BELA0,https://github.com/TheAmbiaFund/Belacoin,,c
BENJI0,https://github.com/BelligerentFool/BenjiRolls,,c
BERN0,https://github.com/BERNiecoin/BERNcash,,c
BET0,https://github.com/betacoindev/betacoin,,c
BIO0,https://github.com/Blackithart/biocoin,,c
BIOB0,https://github.com/sassafrasstubby/BioBar,,c
BIRDS0,https://github.com/Birdsdev/Birds,,c
BIS0,https://github.com/hclivess/Bismuth,,py
BITB0,https://github.com/TeamBitBean/bitbean-core,,c
BITG0,https://github.com/bitgreen/bitgreen,,c
BITOK0,https://github.com/bitokproject/bitok,,c
BLAZR0,https://github.com/FlikkaFlak/blazercoin,,c
BLC0,https://github.com/BlueDragon747/Blakecoin,,c
BLOCK0,https://github.com/BlocknetDX/BlockDX,,cpp
BLU0,https://github.com/bluecoiner/bluecoin-new,,c
BLZ0,https://github.com/wpstudio/blazecoin,,c
BNX0,https://github.com/bnrtx/bnrtxcoin/,,c
BOAT0,https://github.com/OBAViJEST/boatcoinfinal,,c
BOE0,https://github.com/bodhiproject/bodhi-core,,js
BOLI0,https://github.com/ElpidioMC/bolivarcoin,,c
BOS0,https://github.com/bosnet/tokennet-core,,c
BOST0,https://github.com/mammix2/boostcoin-core,,c
BPL0,https://github.com/blockpool-io/BPL-node,,js
BRIT0,https://github.com/britcoin3/britcoin3.3,,c
BRK0,https://github.com/BreakoutCoin/Breakout-Chain-Client,,c
BRM0,https://github.com/BrahmaOS/brahmaos-ipfs,,go
BRO0,https://github.com/thebitradio/Bitradio,,c
BRX0,https://github.com/BreakoutCoin/Breakout-Chain-Client,,c
BSC0,https://github.com/bowscoin/bowscoin,,c
BSD0,https://github.com/LIMXTEC/BitSend,,c
BSM0,https://github.com/BitsumFoundation/bitsum_core,,c
BSR0,https://github.com/BITSOAR/wallet,,c
BSTY0,https://github.com/GlobalBoost/GlobalBoost-Y,,c
BTA0,https://github.com/BTA-BATA/BATA-SOURCE,,c
BTB0,https://github.com/Bitbarcoin/bitbar,,c
BTC0,https://github.com/bitcoin/bitcoin,,c
BTCD0,https://github.com/jl777/btcd,,c
BTCP0,https://github.com/BTCPrivate/BitcoinPrivate,,c
BTCR0,https://github.com/zeded/bitcurrency,,c
BTCS0,https://github.com/bitcoin-scrypt/bitcoin-scrypt,,c
BTCZ0,https://github.com/btcz/bitcoinz,,c
BTDX0,https://github.com/LIMXTEC/Bitcloud/,,c
BTG0,https://github.com/BTCGPU/BTCGPU,,cpp
BTG1,https://github.com/bitgem/bitgem,,c
BTM0,https://github.com/Bytom/bytom,,go
BTM1,https://github.com/project-bitmark/bitmark,,c
BTO0,https://github.com/bottos-project/bottos,,go
BTPL0,https://github.com/btpl2017/bitcoinplanet,,c
BTQ0,https://github.com/quark-project/quark/,,c
BTS0,https://github.com/bitshares/bitshares-core,,cpp
BTW0,https://github.com/BTWhite/BTWChain,,js
BTX0,https://github.com/LIMXTEC/BitCore,,c
BUB0,https://github.com/spayse/Bubble/,,c
BUMBA0,https://github.com/bumbacoin/bumbacoin2-source,,c
BURST0,https://github.com/PoC-Consortium/burstcoin,,java
BUZZ0,https://github.com/buzzcoin-project/BUZZ,,c
BWK0,https://github.com/bulwark-crypto/Bulwark,,c
CANN0,https://github.com/cannabiscoindev/cannabiscoin420,,c
CARBON0,https://github.com/carboncointrust/CarboncoinCore,,c
CARD0,https://github.com/cardstack/cardstack,,js
CAT0,https://github.com/CatcoinOfficial/CatcoinRelease,,c
CAZ0,https://github.com/copicogithub1/cazcoin,,c
CBT0,https://github.com/commerceblock/ocean,,c
CBX0,https://github.com/elambert2014/bullion,,c
